Transaction Date,Ticker,Executive,Executive Title,Security Type,Acquisition or Disposal,Shares,Share Price
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,200.0,2891.845
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,701.0,2893.3339
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,398.0,2895.043
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,757.0,2896.4615
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,1881.0,2897.5597
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,604.0,2898.3838
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,600.0,2900.1867
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,1320.0,2901.7503
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,1200.0,2902.5658
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,1700.0,2903.8188
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,1034.0,2904.8213
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,820.0,2905.9817
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,300.0,2906.7033
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,774.0,2908.6702
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,800.0,2909.915
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,400.0,2911.0525
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,300.0,2912.2633
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,A,13889.0,0.0
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,200.0,2866.06
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,400.0,2867.56
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,600.0,2869.62
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,800.0,2872.93
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,1200.0,2871.9892
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,1033.0,2870.8824
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,600.0,2875.3333
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,1096.0,2876.5898
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,1831.0,2877.6544
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,600.0,2880.4083
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,1127.0,2874.1848
2021-09-09,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,900.0,2879.4767
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,157.0,2864.1711
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,548.0,2865.6065
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,1480.0,2872.9862
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,1040.0,2872.0708
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,1501.0,2871.0838
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,1900.0,2895.0658
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,947.0,2893.9838
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,1334.0,2869.9776
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,800.0,2868.9138
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,2043.0,2867.7414
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,700.0,2866.5071
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,500.0,2892.658
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,569.0,2891.1292
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,304.0,2888.4408
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,300.0,2875.7033
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class B Common Stock,D,13889.0,0.0
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,100.0,2885.58
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,400.0,2884.0275
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,300.0,2882.64
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,300.0,2881.98
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,100.0,2879.79
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,600.0,2879.1883
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,700.0,2877.9329
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,193.0,2885.9261
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,200.0,2884.65
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,490.0,2876.7884
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,2440.0,2896.108
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,1951.0,2896.9301
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,864.0,2897.9701
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,700.0,2899.3357
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,600.0,2900.32
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,300.0,2901.1467
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,521.0,2902.4962
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,400.0,2903.47
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,400.0,2904.8575
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,500.0,2906.25
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,300.0,2907.1233
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,200.0,2909.95
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,100.0,2911.14
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,300.0,2874.23
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,A,13889.0,0.0
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,200.0,2860.795
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,200.0,2861.795
2021-09-08,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,296.0,2863.3598
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,100.0,2897.35
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class B Common Stock,D,13889.0,0.0
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,4.0,2876.72
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,7.0,28778.56
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,22.0,2880.3727
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2911.28
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,6.0,2908.4933
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,8.0,2907.4425
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,21.0,2905.5183
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,3.0,2902.5016
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,11.0,2910.2663
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,8.0,2912.5325
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,4.0,2913.695
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,4.0,2900.74
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,4.0,2895.04
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,21.0,2909.3723
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2888.775
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,17.0,2886.7682
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,5.0,2885.199
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,22.0,2884.2316
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,4.0,2903.595
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,12.0,2882.3467
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,6.0,2881.955
2021-09-07,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,7.0,2914.4557
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,3112.0,2882.1157
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,1616.0,2881.9223
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,100.0,2892.87
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,300.0,2895.2833
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,100.0,2891.15
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,100.0,2900.05
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,500.0,2901.552
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,500.0,2880.09
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,300.0,2879.0467
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,200.0,2876.95
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,500.0,2876.116
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,100.0,2874.04
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,412.0,2911.5143
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,2028.0,2910.1261
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,1435.0,2907.2369
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,1141.0,2905.8739
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,500.0,2904.816
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,700.0,2903.26
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,A,13889.0,0.0
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,303.0,2914.4397
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,1116.0,2913.7304
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,307.0,2912.7972
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,2926.0,2909.307
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,1921.0,2908.2804
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,2093.0,2883.0792
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,1460.0,2884.2368
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,1648.0,2885.2115
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,655.0,2886.272
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,764.0,2887.2951
2021-09-07,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,841.0,2888.7645
2021-09-02,GOOG,"MATHER, ANN",Director,Class C Capital Stock,D,17.0,2918.99
2021-09-01,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,149.0,2929.66
2021-09-01,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,120.0,2931.8858
2021-09-01,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,140.0,2931.0274
2021-09-01,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class A Common Stock,D,175.0,2900.0
2021-09-01,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,300.0,2926.8467
2021-09-01,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,500.0,2923.452
2021-09-01,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,400.0,2924.98
2021-09-01,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,400.0,2934.02
2021-09-01,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,316.0,2935.1433
2021-09-01,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,D,48.0,2913.0
2021-09-01,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,200.0,2914.35
2021-09-01,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,200.0,2920.47
2021-09-01,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,100.0,2928.4
2021-08-29,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,D,26600.0,0.0
2021-08-29,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class A Common Stock,A,26600.0,0.0
2021-08-29,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class B Common Stock,D,26600.0,0.0
2021-08-29,GOOG,"BRIN, SERGEY","Director, 10% Owner",Class C Capital Stock,D,26600.0,0.0
2021-08-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,D,60.0,0.0
2021-08-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,A,60.0,0.0
2021-08-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,D,60.0,2847.97
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,593.0,2749.0297
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2759.555
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,600.0,2758.775
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,1000.0,2757.543
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,300.0,2756.5033
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,900.0,2755.5133
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,615.0,2754.3062
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,500.0,2760.836
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2753.09
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,700.0,2750.7314
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2749.6825
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,400.0,2746.66
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,600.0,2745.3483
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,900.0,2744.3335
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,866.0,2743.4242
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,909.0,2742.2596
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,900.0,2729.2556
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,546.0,2770.3573
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,1350.0,2769.8427
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,1000.0,2768.5996
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,807.0,2767.6472
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,408.0,2766.3967
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,600.0,2765.6434
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,800.0,2764.0675
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,800.0,2740.9875
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,500.0,2739.242
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,891.0,2737.567
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,696.0,2736.5387
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,200.0,2735.59
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,400.0,2734.3425
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,500.0,2732.908
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,500.0,2731.868
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,700.0,2730.5257
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,A,13889.0,0.0
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2706.8333
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,100.0,2712.98
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,100.0,2714.65
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,765.0,2763.2566
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2717.1
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,400.0,2719.6225
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,186.0,2724.4039
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2725.32
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2726.42
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,900.0,2728.2478
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,600.0,2747.8933
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,768.0,2761.8841
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2744.57
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2742.63
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2740.2023
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,230.0,2739.0867
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,300.0,2730.95
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class B Common Stock,D,13889.0,0.0
2021-08-20,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,48.0,2749.85
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class B Common Stock,D,13889.0,0.0
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,600.0,2724.1767
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,429.0,2723.2867
2021-08-19,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,A,189.0,0.0
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2710.17
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,800.0,2712.3275
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,542.0,2715.7643
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,800.0,2734.9363
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,500.0,2743.288
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,1400.0,2744.2086
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,300.0,2716.5633
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2719.05
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,800.0,2721.4187
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2722.3975
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2723.83
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2724.74
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,300.0,2725.93
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2727.07
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2728.36
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,500.0,2730.296
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,500.0,2731.464
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2732.13
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2733.455
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,427.0,2735.7738
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,800.0,2738.0662
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,900.0,2739.3922
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,1187.0,2740.5254
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,800.0,2742.2712
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,700.0,2747.4171
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,A,13889.0,0.0
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2696.3667
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2697.9033
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,343.0,2715.3621
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,804.0,2717.4056
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,900.0,2719.14
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,1000.0,2719.971
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,519.0,2720.9454
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,600.0,2722.2083
2021-08-19,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,189.0,0.0
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,500.0,2703.338
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,600.0,2702.3517
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,100.0,2700.2
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,200.0,2698.815
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2695.4433
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,100.0,2693.27
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2692.4667
2021-08-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,300.0,2745.2967
